shape,size,depth,hardware_type,Energy test,Accuracy test,Loss test
rectangle_residual,65536.0,16.0,cpu1,2409135.5,0.9662857,0.15900612
rectangle_residual,65536.0,18.0,cpu1,2206797.5,0.9632143,0.1757232
rectangle_residual,65536.0,20.0,cpu1,4380361.5,0.9615,0.18706886
rectangle_residual,131072.0,3.0,cpu1,995330.75,0.9778572,0.08228646
rectangle_residual,131072.0,3.0,gpu1,2012524.5,0.9778572,0.08228646
rectangle_residual,131072.0,4.0,cpu1,1122871.25,0.9774643,0.08642283
rectangle_residual,131072.0,4.0,gpu1,2027327.625,0.9774643,0.08642283
rectangle_residual,131072.0,5.0,cpu2,1182616.375,0.9777143,0.089655936
rectangle_residual,131072.0,5.0,gpu1,2097583.5,0.9777143,0.089655936
rectangle_residual,131072.0,7.0,cpu1,1521294.875,0.97721434,0.09936644
rectangle_residual,131072.0,7.0,gpu1,2128866.75,0.97721434,0.09936644
rectangle_residual,131072.0,8.0,cpu2,1644830.25,0.9771429,0.10452239
rectangle_residual,131072.0,8.0,gpu1,2203976.25,0.9771429,0.10452239
rectangle_residual,131072.0,9.0,cpu2,1612782.875,0.9775714,0.10744078
rectangle_residual,131072.0,9.0,gpu1,2255225.0,0.9775714,0.10744078
rectangle_residual,131072.0,10.0,cpu1,1914994.0,0.97675,0.11460708
rectangle_residual,131072.0,10.0,gpu1,2223772.0,0.97675,0.11460708
rectangle_residual,131072.0,12.0,cpu1,2951025.75,0.9760714,0.12412089
rectangle_residual,131072.0,14.0,cpu1,4997347.5,0.97485715,0.132716
rectangle_residual,131072.0,16.0,cpu1,4251267.5,0.97407144,0.14745216
rectangle_residual,131072.0,18.0,cpu1,3157834.0,0.9727857,0.16166432
rectangle_residual,262144.0,3.0,cpu2,1390164.875,0.97989285,0.076246664
rectangle_residual,262144.0,3.0,gpu1,2025282.5,0.97989285,0.076246664
rectangle_residual,262144.0,4.0,cpu1,1128990.25,0.97964287,0.08266587
rectangle_residual,262144.0,4.0,gpu2,2076621.625,0.97964287,0.08266587
rectangle_residual,262144.0,5.0,cpu1,1320908.625,0.98003566,0.0852482
rectangle_residual,262144.0,5.0,gpu1,2141906.75,0.98003566,0.0852482
rectangle_residual,262144.0,7.0,cpu1,1529457.75,0.9803929,0.09393029
rectangle_residual,262144.0,7.0,gpu2,2269201.25,0.9803929,0.09393029
rectangle_residual,262144.0,8.0,cpu1,1702298.125,0.9796071,0.0986903
rectangle_residual,262144.0,8.0,gpu2,2254289.5,0.9796071,0.0986903
rectangle_residual,262144.0,9.0,cpu1,1891641.875,0.97996426,0.10375193
rectangle_residual,262144.0,9.0,gpu1,2329397.5,0.97996426,0.10375193
rectangle_residual,262144.0,10.0,cpu1,2199836.25,0.9797143,0.10712561
rectangle_residual,262144.0,10.0,gpu1,2352199.25,0.9797143,0.10712561
rectangle_residual,262144.0,12.0,cpu1,2166397.0,0.9794286,0.11454146
rectangle_residual,262144.0,14.0,cpu1,4239784.0,0.9786429,0.12591194
rectangle_residual,262144.0,16.0,cpu1,4401742.0,0.9778572,0.1426875
rectangle_residual,262144.0,18.0,cpu1,3206205.25,0.97642857,0.15986909
rectangle_residual,262144.0,20.0,cpu1,3090985.0,0.97578573,0.17482878
rectangle_residual,524288.0,3.0,cpu1,1089496.0,0.9812857,0.07238692
rectangle_residual,524288.0,3.0,gpu1,2134837.75,0.9812857,0.07238692
rectangle_residual,524288.0,4.0,cpu1,1287830.75,0.98153573,0.075174406
rectangle_residual,524288.0,4.0,gpu2,2116589.25,0.98153573,0.075174406
rectangle_residual,524288.0,5.0,cpu1,1449080.375,0.9815,0.08127238
rectangle_residual,524288.0,5.0,gpu1,2182351.5,0.9815,0.08127238
rectangle_residual,524288.0,7.0,cpu1,1851007.375,0.9820357,0.08974688
rectangle_residual,524288.0,7.0,gpu2,2183289.75,0.9820357,0.08974688
rectangle_residual,524288.0,8.0,cpu2,1985711.125,0.98132145,0.09448782
rectangle_residual,524288.0,8.0,gpu1,2240887.5,0.98132145,0.09448782
rectangle_residual,524288.0,9.0,cpu1,2648017.5,0.98139286,0.09885498
rectangle_residual,524288.0,9.0,gpu1,2268461.75,0.98139286,0.09885498
rectangle_residual,524288.0,10.0,cpu1,4087385.5,0.9812857,0.10287896
rectangle_residual,524288.0,10.0,gpu1,2286781.25,0.9812857,0.10287896
rectangle_residual,524288.0,12.0,cpu1,2846540.0,0.9810714,0.11136572
rectangle_residual,524288.0,14.0,cpu1,3614744.0,0.9797143,0.12579739
rectangle_residual,524288.0,16.0,cpu1,3707867.0,0.97985715,0.13791244
rectangle_residual,524288.0,18.0,cpu1,4117407.5,0.979,0.15699215
rectangle_residual,524288.0,20.0,cpu1,3962791.0,0.9785714,0.17649578
rectangle_residual,1048576.0,3.0,cpu1,1216895.875,0.9818928,0.070539966
rectangle_residual,1048576.0,3.0,gpu1,2170211.25,0.9818928,0.070539966
rectangle_residual,1048576.0,4.0,cpu1,1374495.25,0.9819286,0.07487503
rectangle_residual,1048576.0,4.0,gpu1,2131074.5,0.9819286,0.07487503
rectangle_residual,1048576.0,5.0,cpu1,1579970.625,0.9825714,0.07797757
rectangle_residual,1048576.0,5.0,gpu1,2163416.0,0.9825714,0.07797757
rectangle_residual,1048576.0,7.0,cpu2,2305882.75,0.98314285,0.08639929
rectangle_residual,1048576.0,7.0,gpu2,2286641.5,0.98314285,0.08639929
rectangle_residual,1048576.0,8.0,cpu1,2304912.5,0.98307145,0.08829762
rectangle_residual,1048576.0,8.0,gpu1,2354358.25,0.98307145,0.08829762
rectangle_residual,1048576.0,9.0,cpu1,2427825.5,0.9828929,0.09255336
rectangle_residual,1048576.0,9.0,gpu1,2376170.0,0.9828929,0.09255336
rectangle_residual,1048576.0,10.0,cpu1,2463924.25,0.98228574,0.098367706
rectangle_residual,1048576.0,10.0,gpu2,2436571.25,0.98228574,0.098367706
rectangle_residual,1048576.0,12.0,cpu1,3633451.75,0.98214287,0.10512903
rectangle_residual,1048576.0,14.0,cpu1,2978206.75,0.98164284,0.1156439
rectangle_residual,1048576.0,16.0,cpu1,3433459.25,0.9810714,0.12960178
rectangle_residual,1048576.0,18.0,cpu1,3808696.5,0.98057145,0.13950387
rectangle_residual,1048576.0,20.0,cpu1,3852677.5,0.98014283,0.1531887
rectangle_residual,2097152.0,3.0,cpu1,1763314.625,0.9831071,0.06893169
rectangle_residual,2097152.0,3.0,gpu1,2260319.25,0.9831071,0.06893169
rectangle_residual,2097152.0,4.0,cpu1,1718249.75,0.9830357,0.071651906
rectangle_residual,2097152.0,4.0,gpu1,2316200.0,0.9830357,0.071651906
rectangle_residual,2097152.0,5.0,cpu2,2090351.25,0.9835714,0.07792911
rectangle_residual,2097152.0,5.0,gpu1,2410354.0,0.9835714,0.07792911
rectangle_residual,2097152.0,7.0,cpu1,2524907.5,0.98389286,0.082675435
rectangle_residual,2097152.0,7.0,gpu1,2458121.0,0.98389286,0.082675435
rectangle_residual,2097152.0,8.0,cpu1,2772395.5,0.9836428,0.08591789
rectangle_residual,2097152.0,8.0,gpu1,2575691.75,0.9836428,0.08591789
rectangle_residual,2097152.0,9.0,cpu1,2832984.5,0.9835,0.08868281
rectangle_residual,2097152.0,9.0,gpu1,2524361.25,0.9835,0.08868281
rectangle_residual,2097152.0,10.0,cpu1,2848207.5,0.9835,0.09001842
rectangle_residual,2097152.0,10.0,gpu1,2578772.25,0.9835,0.09001842
rectangle_residual,2097152.0,12.0,cpu1,3364949.0,0.9829286,0.09671235
rectangle_residual,2097152.0,14.0,cpu1,3940617.75,0.98214287,0.104449786
rectangle_residual,2097152.0,16.0,cpu1,4290509.5,0.98214287,0.112694755
rectangle_residual,2097152.0,18.0,cpu1,4801381.0,0.98135716,0.122552566
rectangle_residual,2097152.0,20.0,cpu1,6135203.5,0.9807857,0.13093062
rectangle_residual,4194304.0,3.0,cpu1,2601304.75,0.98317856,0.06628708
rectangle_residual,4194304.0,3.0,gpu1,2891032.25,0.98317856,0.06628708
rectangle_residual,4194304.0,4.0,cpu1,3035540.0,0.984,0.071419775
rectangle_residual,4194304.0,4.0,gpu2,2922510.0,0.984,0.071419775
rectangle_residual,4194304.0,5.0,cpu1,2870024.25,0.98467857,0.07348764
rectangle_residual,4194304.0,5.0,gpu1,2893378.25,0.98467857,0.07348764
rectangle_residual,4194304.0,7.0,cpu1,3492852.5,0.98475003,0.078727305
rectangle_residual,4194304.0,7.0,gpu1,2956160.25,0.98475003,0.078727305
rectangle_residual,4194304.0,8.0,cpu1,3616379.25,0.98467857,0.08102761
rectangle_residual,4194304.0,8.0,gpu1,3054288.75,0.98467857,0.08102761
rectangle_residual,4194304.0,9.0,cpu1,3847701.25,0.9843929,0.08101977
rectangle_residual,4194304.0,9.0,gpu1,3075975.5,0.9843929,0.08101977
rectangle_residual,4194304.0,10.0,cpu1,3694757.25,0.9843929,0.08271076
rectangle_residual,4194304.0,10.0,gpu1,3199234.5,0.9843929,0.08271076
rectangle_residual,4194304.0,12.0,cpu1,6198565.0,0.9832857,0.091759846
rectangle_residual,4194304.0,16.0,cpu1,4831816.5,0.98235714,0.108517654
rectangle_residual,4194304.0,18.0,cpu1,5072579.0,0.98157144,0.11525932
rectangle_residual,4194304.0,20.0,cpu1,5627393.5,0.9812857,0.12241764
rectangle_residual,8388608.0,3.0,cpu1,3707145.75,0.9837143,0.06452356
rectangle_residual,8388608.0,3.0,gpu1,3955712.5,0.9837143,0.06452356
rectangle_residual,8388608.0,4.0,cpu2,4476591.5,0.98478574,0.0685563
rectangle_residual,8388608.0,4.0,gpu1,4036958.5,0.98478574,0.0685563
rectangle_residual,8388608.0,5.0,cpu1,4295304.0,0.9849286,0.07465087
rectangle_residual,8388608.0,5.0,gpu2,3987773.0,0.9849286,0.07465087
rectangle_residual,8388608.0,7.0,cpu1,4767544.5,0.9851429,0.073623106
rectangle_residual,8388608.0,7.0,gpu1,3980892.5,0.9851429,0.073623106
rectangle_residual,8388608.0,8.0,cpu2,5497229.0,0.98489285,0.07637065
rectangle_residual,8388608.0,8.0,gpu1,4103400.0,0.98489285,0.07637065
rectangle_residual,8388608.0,9.0,cpu1,5036954.5,0.9843571,0.07932314
rectangle_residual,8388608.0,9.0,gpu2,4169904.25,0.9843571,0.07932314
rectangle_residual,8388608.0,10.0,cpu1,5330759.5,0.9842143,0.08220006
rectangle_residual,8388608.0,10.0,gpu1,4130001.0,0.9842143,0.08220006
rectangle_residual,8388608.0,12.0,cpu1,5920725.0,0.9842143,0.08755195
rectangle_residual,8388608.0,14.0,cpu1,5844424.0,0.9837143,0.089383
rectangle_residual,8388608.0,16.0,cpu1,8646407.0,0.983,0.101350196
rectangle_residual,8388608.0,18.0,cpu1,6588478.5,0.98235714,0.10813346
rectangle_residual,8388608.0,20.0,cpu1,7544890.5,0.9817143,0.11080472
rectangle_residual,16777216.0,3.0,cpu1,6683181.0,0.9838214,0.065761074
rectangle_residual,16777216.0,3.0,gpu1,5964620.5,0.9838214,0.065761074
rectangle_residual,16777216.0,4.0,cpu2,7504813.5,0.9852857,0.06891842
rectangle_residual,16777216.0,4.0,gpu2,6200556.5,0.9852857,0.06891842
rectangle_residual,16777216.0,5.0,cpu1,7400024.5,0.98571426,0.06926049
rectangle_residual,16777216.0,5.0,gpu2,6052755.0,0.98571426,0.06926049
rectangle_residual,16777216.0,7.0,cpu1,8401807.0,0.98553574,0.07284764
rectangle_residual,16777216.0,7.0,gpu1,6122106.5,0.98553574,0.07284764
rectangle_residual,16777216.0,8.0,cpu1,10285925.0,0.9853214,0.07483158
rectangle_residual,16777216.0,8.0,gpu1,6287633.0,0.9853214,0.07483158
rectangle_residual,16777216.0,9.0,cpu1,8246468.5,0.98535717,0.07967354
rectangle_residual,16777216.0,9.0,gpu2,6405800.5,0.98535717,0.07967354
rectangle_residual,16777216.0,10.0,cpu1,9131138.0,0.9850714,0.07954942
rectangle_residual,16777216.0,10.0,gpu1,6346798.0,0.9850714,0.07954942
rectangle_residual,16777216.0,12.0,cpu1,13692642.0,0.98464286,0.082974434
rectangle_residual,16777216.0,14.0,cpu1,8953201.0,0.98457146,0.08936053
rectangle_residual,16777216.0,16.0,cpu1,9343337.0,0.9837857,0.091211766
rectangle_residual,16777216.0,18.0,cpu1,11048237.0,0.9827857,0.100255415
rectangle_residual,16777216.0,20.0,cpu1,11394419.0,0.9827143,0.100240044
trapezoid,1024.0,3.0,cpu1,725105.1875,0.46896428,1.4043232
trapezoid,1024.0,3.0,gpu1,2035887.25,0.46896428,1.4043232
trapezoid,1024.0,4.0,cpu2,537679.6875,0.49650002,1.3845842
trapezoid,1024.0,4.0,gpu1,2054667.375,0.49650002,1.3845842
trapezoid,1024.0,5.0,cpu1,543735.25,0.49410713,1.3618433
trapezoid,1024.0,5.0,gpu1,2064154.875,0.49410713,1.3618433
trapezoid,1024.0,7.0,cpu1,931017.3125,0.48471427,1.3534749
trapezoid,1024.0,7.0,gpu1,2182687.25,0.48471427,1.3534749
trapezoid,1024.0,8.0,cpu1,991549.8125,0.5065,1.3323162
trapezoid,1024.0,8.0,gpu1,2232374.5,0.5065,1.3323162
trapezoid,1024.0,9.0,cpu1,1046746.875,0.5057857,1.336443
trapezoid,1024.0,9.0,gpu2,2292921.5,0.5057857,1.336443
trapezoid,1024.0,10.0,cpu1,1062729.625,0.44710714,1.4926355
trapezoid,1024.0,10.0,gpu2,2440574.5,0.44710714,1.4926355
trapezoid,2048.0,3.0,cpu2,661174.125,0.7185357,0.8849485
trapezoid,2048.0,3.0,gpu1,2069543.375,0.7185357,0.8849485
trapezoid,2048.0,4.0,cpu2,538027.1875,0.73471427,0.84198177
trapezoid,2048.0,4.0,gpu1,2034716.5,0.73471427,0.84198177
trapezoid,2048.0,5.0,cpu1,793362.5625,0.7301786,0.8465947
trapezoid,2048.0,5.0,gpu1,2058584.625,0.7301786,0.8465947
trapezoid,2048.0,7.0,cpu1,848161.125,0.7369286,0.82773536
trapezoid,2048.0,7.0,gpu2,2177787.75,0.7369286,0.82773536
trapezoid,2048.0,8.0,cpu1,931067.1875,0.7305714,0.8426882
trapezoid,2048.0,8.0,gpu2,2218046.75,0.7305714,0.8426882
trapezoid,2048.0,9.0,cpu1,1040496.4375,0.65525,1.0510442
trapezoid,2048.0,9.0,gpu1,2316671.25,0.65525,1.0510442
trapezoid,2048.0,10.0,cpu1,1079851.25,0.70185715,0.8946131
trapezoid,2048.0,10.0,gpu2,2267209.5,0.70185715,0.8946131
trapezoid,2048.0,12.0,cpu1,1143955.5,0.59775,1.1272619
trapezoid,2048.0,12.0,gpu2,2400115.75,0.59775,1.1272619
trapezoid,2048.0,16.0,cpu1,1648256.25,0.56464285,1.2088921
trapezoid,2048.0,16.0,gpu1,2618430.0,0.56464285,1.2088921
trapezoid,2048.0,18.0,cpu1,1352668.875,0.56714284,1.224048
trapezoid,4096.0,3.0,cpu2,674245.75,0.90592855,0.34324747
trapezoid,4096.0,3.0,gpu1,2100700.75,0.90592855,0.34324747
trapezoid,4096.0,4.0,cpu2,759866.375,0.9030714,0.34621048
trapezoid,4096.0,4.0,gpu1,2103157.5,0.9030714,0.34621048
trapezoid,4096.0,5.0,cpu2,576519.4375,0.90189284,0.35580808
trapezoid,4096.0,5.0,gpu1,2189846.75,0.90189284,0.35580808
trapezoid,4096.0,7.0,cpu1,849597.625,0.89328575,0.39402366
trapezoid,4096.0,7.0,gpu1,2157904.0,0.89328575,0.39402366
trapezoid,4096.0,8.0,cpu1,974480.625,0.8817143,0.433241
trapezoid,4096.0,8.0,gpu1,2289765.75,0.8817143,0.433241
trapezoid,4096.0,9.0,cpu1,1106093.875,0.877,0.45518875
trapezoid,4096.0,9.0,gpu1,2222063.0,0.877,0.45518875
trapezoid,4096.0,10.0,cpu1,1072578.5,0.8755357,0.46306238
trapezoid,4096.0,10.0,gpu1,2425056.5,0.8755357,0.46306238
trapezoid,4096.0,12.0,cpu1,971468.4375,0.8256786,0.62029827
trapezoid,4096.0,12.0,gpu1,2458950.75,0.8256786,0.62029827
trapezoid,4096.0,14.0,cpu1,1196709.125,0.8197143,0.63197225
trapezoid,4096.0,14.0,gpu1,2488915.25,0.8197143,0.63197225
trapezoid,4096.0,16.0,cpu1,1113205.5,0.79407144,0.7057098
trapezoid,4096.0,16.0,gpu1,2487171.25,0.79407144,0.7057098
trapezoid,4096.0,18.0,cpu1,1159699.375,0.76664287,0.7840196
trapezoid,4096.0,20.0,cpu1,1315130.5,0.7929286,0.7086332
trapezoid,8192.0,3.0,cpu1,508774.0625,0.9380357,0.22477548
trapezoid,8192.0,3.0,gpu2,2087007.5,0.9380357,0.22477548
trapezoid,8192.0,4.0,cpu2,554154.1875,0.93760717,0.23341411
trapezoid,8192.0,4.0,gpu1,2087787.125,0.93760717,0.23341411
trapezoid,8192.0,5.0,cpu2,823641.4375,0.9360357,0.23776843
trapezoid,8192.0,5.0,gpu1,2109908.5,0.9360357,0.23776843
trapezoid,8192.0,7.0,cpu1,1066262.875,0.92989284,0.26547116
trapezoid,8192.0,7.0,gpu1,2230976.75,0.92989284,0.26547116
trapezoid,8192.0,8.0,cpu1,1054598.125,0.92142856,0.29830822
trapezoid,8192.0,8.0,gpu1,2295470.0,0.92142856,0.29830822
trapezoid,8192.0,9.0,cpu1,1138218.5,0.9154286,0.3249328
trapezoid,8192.0,9.0,gpu1,2364016.0,0.9154286,0.3249328
trapezoid,8192.0,10.0,cpu1,1253349.375,0.91264284,0.34748363
trapezoid,8192.0,12.0,cpu1,1264270.875,0.9087143,0.36801273
trapezoid,8192.0,12.0,gpu2,2455742.0,0.9087143,0.36801273
trapezoid,8192.0,14.0,cpu1,1192512.375,0.8970357,0.44106412
trapezoid,8192.0,14.0,gpu1,2471002.0,0.8970357,0.44106412
trapezoid,8192.0,16.0,cpu1,1641619.0,0.8982143,0.4503761
trapezoid,8192.0,16.0,gpu2,2513478.25,0.8982143,0.4503761
trapezoid,8192.0,18.0,cpu1,1348997.625,0.8912143,0.447952
trapezoid,8192.0,20.0,cpu1,1516840.25,0.89271426,0.46403536
trapezoid,16384.0,3.0,cpu2,540446.5,0.9557143,0.16027135
trapezoid,16384.0,3.0,gpu1,2091088.0,0.9557143,0.16027135
trapezoid,16384.0,4.0,cpu2,715638.0,0.9549286,0.16475832
trapezoid,16384.0,4.0,gpu1,2133930.0,0.9549286,0.16475832
trapezoid,16384.0,5.0,cpu2,546365.8125,0.95360714,0.16825238
trapezoid,16384.0,5.0,gpu1,2069468.5,0.95360714,0.16825238
trapezoid,16384.0,7.0,cpu1,706905.9375,0.9479643,0.19776332
trapezoid,16384.0,7.0,gpu1,2209063.25,0.9479643,0.19776332
trapezoid,16384.0,8.0,cpu1,776435.625,0.94571424,0.21250193
trapezoid,16384.0,8.0,gpu2,2202672.25,0.94571424,0.21250193
trapezoid,16384.0,9.0,cpu2,933348.5625,0.94403577,0.2242144
trapezoid,16384.0,9.0,gpu2,2285290.5,0.94403577,0.2242144
trapezoid,16384.0,10.0,cpu1,862433.1875,0.93992853,0.23189631
trapezoid,16384.0,10.0,gpu2,2284917.5,0.93992853,0.23189631
trapezoid,16384.0,12.0,cpu1,804509.5,0.9326786,0.2829551
trapezoid,16384.0,12.0,gpu1,2443182.25,0.9326786,0.2829551
trapezoid,16384.0,14.0,cpu1,843436.375,0.92725,0.3084684
trapezoid,16384.0,14.0,gpu1,2510011.5,0.92725,0.3084684
trapezoid,16384.0,16.0,cpu1,956997.3125,0.92389286,0.3365281
trapezoid,16384.0,16.0,gpu2,2548188.25,0.92389286,0.3365281
trapezoid,16384.0,18.0,cpu1,996923.75,0.9232857,0.37849542
trapezoid,16384.0,20.0,cpu1,987729.8125,0.9226072,0.36642152
trapezoid,16384.0,20.0,gpu2,2689077.0,0.9226072,0.36642152
trapezoid,32768.0,3.0,cpu1,675845.0,0.96685714,0.11950889
trapezoid,32768.0,3.0,gpu1,2072497.5,0.96685714,0.11950889
trapezoid,32768.0,4.0,cpu2,900156.1875,0.96571434,0.124341495
trapezoid,32768.0,4.0,gpu2,2037702.0,0.96571434,0.124341495
trapezoid,32768.0,5.0,cpu2,834227.1875,0.96360713,0.13416675
trapezoid,32768.0,5.0,gpu1,2197740.5,0.96360713,0.13416675
trapezoid,32768.0,7.0,cpu1,855160.375,0.96078575,0.15060303
trapezoid,32768.0,7.0,gpu1,2203857.5,0.96078575,0.15060303
trapezoid,32768.0,8.0,cpu1,914379.75,0.9589286,0.15998925
trapezoid,32768.0,8.0,gpu1,2178054.0,0.9589286,0.15998925
trapezoid,32768.0,9.0,cpu1,832879.625,0.95735717,0.1664581
trapezoid,32768.0,9.0,gpu1,2297882.25,0.95735717,0.1664581
trapezoid,32768.0,10.0,cpu1,1026906.1875,0.95482147,0.18437244
trapezoid,32768.0,10.0,gpu1,2340629.5,0.95482147,0.18437244
trapezoid,32768.0,12.0,cpu1,1066730.125,0.95092857,0.20894772
trapezoid,32768.0,12.0,gpu1,2331696.25,0.95092857,0.20894772
trapezoid,32768.0,14.0,cpu1,1032441.0,0.9464643,0.2365006
trapezoid,32768.0,14.0,gpu2,2482639.5,0.9464643,0.2365006
trapezoid,32768.0,16.0,cpu1,913003.8125,0.93942857,0.2905846
trapezoid,32768.0,16.0,gpu1,2505980.75,0.93942857,0.2905846
trapezoid,32768.0,18.0,cpu1,920249.9375,0.9408572,0.28842598
trapezoid,32768.0,18.0,gpu1,2582591.75,0.9408572,0.28842598
trapezoid,32768.0,20.0,cpu1,932997.1875,0.93453574,0.3369106
trapezoid,32768.0,20.0,gpu1,2599189.25,0.93453574,0.3369106
trapezoid,65536.0,3.0,cpu2,768358.625,0.9737857,0.09474182
trapezoid,65536.0,3.0,gpu1,2103579.25,0.9737857,0.09474182
trapezoid,65536.0,4.0,cpu2,857046.125,0.9719286,0.10350968
trapezoid,65536.0,4.0,gpu1,2046991.875,0.9719286,0.10350968
trapezoid,65536.0,5.0,cpu2,1067430.375,0.97139287,0.107313454
trapezoid,65536.0,5.0,gpu1,2182292.25,0.97139287,0.107313454
trapezoid,65536.0,7.0,cpu1,1200205.125,0.96975,0.120845005
trapezoid,65536.0,7.0,gpu1,2183719.25,0.96975,0.120845005
trapezoid,65536.0,8.0,cpu2,1198664.125,0.96885717,0.12863797
trapezoid,65536.0,8.0,gpu1,2232815.25,0.96885717,0.12863797
trapezoid,65536.0,9.0,cpu1,1448251.0,0.96746427,0.13587706
trapezoid,65536.0,9.0,gpu1,2323290.25,0.96746427,0.13587706
trapezoid,65536.0,10.0,cpu1,1307300.0,0.9662857,0.15027879
trapezoid,65536.0,10.0,gpu1,2315558.0,0.9662857,0.15027879
trapezoid,65536.0,12.0,cpu1,1581154.375,0.96485716,0.16964322
trapezoid,65536.0,12.0,gpu1,2408235.0,0.96485716,0.16964322
trapezoid,65536.0,14.0,cpu1,2344836.75,0.96417856,0.19673891
trapezoid,65536.0,14.0,gpu1,2421424.75,0.96417856,0.19673891
trapezoid,65536.0,16.0,cpu1,2667436.5,0.96339285,0.22734761
trapezoid,65536.0,16.0,gpu1,2560088.0,0.96339285,0.22734761
trapezoid,65536.0,18.0,cpu1,2368380.25,0.96332145,0.24789464
trapezoid,65536.0,18.0,gpu2,2607962.0,0.96332145,0.24789464
trapezoid,65536.0,20.0,cpu1,2300936.25,0.9620714,0.25697052
trapezoid,65536.0,20.0,gpu1,2684630.25,0.9620714,0.25697052
trapezoid,131072.0,3.0,cpu2,900699.375,0.9778571,0.08241737
trapezoid,131072.0,3.0,gpu1,2036213.0,0.9778571,0.08241737
trapezoid,131072.0,4.0,cpu2,698025.5625,0.9773929,0.08744115
trapezoid,131072.0,4.0,gpu1,2121473.25,0.9773929,0.08744115
trapezoid,131072.0,5.0,cpu2,707652.375,0.97675,0.09201765
trapezoid,131072.0,5.0,gpu1,2098703.75,0.97675,0.09201765
trapezoid,131072.0,7.0,cpu1,1307649.625,0.9762857,0.101198256
trapezoid,131072.0,7.0,gpu1,2144176.75,0.9762857,0.101198256
trapezoid,131072.0,8.0,cpu1,1667703.5,0.9753214,0.10863778
trapezoid,131072.0,8.0,gpu1,2165236.75,0.9753214,0.10863778
trapezoid,131072.0,9.0,cpu1,1480852.5,0.9744643,0.11667083
trapezoid,131072.0,9.0,gpu1,2356055.0,0.9744643,0.11667083
trapezoid,131072.0,10.0,cpu1,1651649.25,0.9743929,0.124414854
trapezoid,131072.0,10.0,gpu1,2263192.0,0.9743929,0.124414854
trapezoid,131072.0,12.0,cpu1,1780614.75,0.9729286,0.137494
trapezoid,131072.0,12.0,gpu2,2362279.75,0.9729286,0.137494
trapezoid,131072.0,14.0,cpu1,2112348.75,0.97196424,0.16617534
trapezoid,131072.0,14.0,gpu1,2495817.5,0.97196424,0.16617534
trapezoid,131072.0,16.0,cpu1,2294651.25,0.97092855,0.1906737
trapezoid,131072.0,16.0,gpu1,2481053.75,0.97092855,0.1906737
trapezoid,131072.0,18.0,cpu1,2365217.5,0.9710714,0.20357917
trapezoid,262144.0,3.0,cpu1,657421.875,0.97996426,0.07566993
trapezoid,262144.0,3.0,gpu1,2071186.875,0.97996426,0.07566993
trapezoid,262144.0,4.0,cpu2,1046723.25,0.9800357,0.07949929
trapezoid,262144.0,4.0,gpu2,2177438.75,0.9800357,0.07949929
trapezoid,262144.0,5.0,cpu2,1140390.0,0.98021424,0.08501665
trapezoid,262144.0,5.0,gpu2,2210314.5,0.98021424,0.08501665
trapezoid,262144.0,7.0,cpu1,1248920.5,0.9796786,0.09248318
trapezoid,262144.0,7.0,gpu1,2271462.0,0.9796786,0.09248318
trapezoid,262144.0,8.0,cpu1,1568941.75,0.9794643,0.098125994
trapezoid,262144.0,8.0,gpu2,2295654.0,0.9794643,0.098125994
trapezoid,262144.0,9.0,cpu2,1681593.125,0.9786072,0.10392514
trapezoid,262144.0,9.0,gpu2,2217956.0,0.9786072,0.10392514
trapezoid,262144.0,10.0,cpu1,1900886.125,0.97828573,0.10787515
trapezoid,262144.0,10.0,gpu1,2395267.25,0.97828573,0.10787515
trapezoid,262144.0,12.0,cpu1,2106022.5,0.97725,0.120909914
trapezoid,262144.0,12.0,gpu2,2428005.75,0.97725,0.120909914
trapezoid,262144.0,14.0,cpu1,2294158.75,0.9774643,0.13653985
trapezoid,262144.0,14.0,gpu1,2511499.5,0.9774643,0.13653985
trapezoid,262144.0,16.0,cpu1,2640837.5,0.97703576,0.15439072
trapezoid,262144.0,16.0,gpu1,2482794.0,0.97703576,0.15439072
trapezoid,262144.0,18.0,cpu1,2911483.0,0.97564286,0.17485446
trapezoid,262144.0,20.0,cpu1,4796025.5,0.97585714,0.18944547
trapezoid,262144.0,20.0,gpu2,2758064.5,0.97585714,0.18944547
trapezoid,524288.0,3.0,cpu2,970895.875,0.98164284,0.07125903
trapezoid,524288.0,3.0,gpu1,2024470.25,0.98164284,0.07125903
trapezoid,524288.0,4.0,cpu2,1168822.125,0.9818571,0.07577607
trapezoid,524288.0,4.0,gpu1,2142848.25,0.9818571,0.07577607
trapezoid,524288.0,5.0,cpu2,1406623.75,0.9819643,0.078543514
trapezoid,524288.0,5.0,gpu2,2121382.5,0.9819643,0.078543514
trapezoid,524288.0,7.0,cpu1,1579777.5,0.9819286,0.08622149
trapezoid,524288.0,7.0,gpu1,2243276.75,0.9819286,0.08622149
trapezoid,524288.0,8.0,cpu1,1765707.25,0.9816072,0.09056897
trapezoid,524288.0,8.0,gpu1,2265115.75,0.9816072,0.09056897
trapezoid,524288.0,9.0,cpu1,1894757.75,0.98146427,0.09312919
trapezoid,524288.0,9.0,gpu2,2342221.0,0.98146427,0.09312919
trapezoid,524288.0,10.0,cpu1,2124845.0,0.9809286,0.09748374
trapezoid,524288.0,10.0,gpu1,2376570.75,0.9809286,0.09748374
